age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
69.0,Private,183791.0,,,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,25.0,United-States,<=50K
28.0,Private,134813.0,,,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
27.0,Self-emp-not-inc,115438.0,,,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,Ireland,>50K
41.0,Private,428420.0,,,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
24.0,Private,247846.0,,,Never-married,Craft-repair,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
20.0,,334105.0,,,Never-married,,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
57.0,Private,244478.0,,,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,48.0,United-States,<=50K
36.0,Private,182863.0,,,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
33.0,Private,145402.0,,,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,35.0,United-States,<=50K
18.0,Private,262118.0,,,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0.0,0.0,22.0,Germany,<=50K
40.0,Private,155972.0,,,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688.0,0.0,55.0,United-States,>50K
43.0,Self-emp-inc,214503.0,,,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0,45.0,United-States,>50K
47.0,Self-emp-not-inc,174995.0,,,Widowed,Exec-managerial,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K
33.0,Private,177727.0,,,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
55.0,Private,124771.0,,,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,50.0,United-States,>50K
19.0,Private,456736.0,,,Never-married,Sales,Not-in-family,White,Male,2907.0,0.0,30.0,United-States,<=50K
28.0,Private,216604.0,,,Never-married,Other-service,Not-in-family,Black,Male,0.0,0.0,14.0,United-States,<=50K
40.0,State-gov,67874.0,,,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,1887.0,45.0,United-States,>50K
25.0,Private,126110.0,,,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
26.0,Local-gov,102264.0,,,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
22.0,Private,537222.0,,,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,25.0,United-States,<=50K
42.0,Private,113732.0,,,Never-married,Handlers-cleaners,Unmarried,Black,Female,0.0,625.0,40.0,United-States,<=50K
38.0,Self-emp-inc,93225.0,,,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
32.0,Private,136921.0,,,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
22.0,Private,388885.0,,,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
29.0,Private,142249.0,,,Never-married,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
31.0,Private,156493.0,,,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
42.0,Private,190910.0,,,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
18.0,Private,41879.0,,,Never-married,Handlers-cleaners,Unmarried,White,Male,0.0,0.0,25.0,United-States,<=50K
58.0,Local-gov,137249.0,,,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,33.0,United-States,<=50K
54.0,Private,236157.0,,,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1887.0,40.0,United-States,>50K
26.0,Private,239877.0,,,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
36.0,Private,236391.0,,,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
40.0,Private,83411.0,,,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,37.0,United-States,<=50K
33.0,Self-emp-inc,154227.0,,,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
37.0,Private,248010.0,,,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,1887.0,40.0,United-States,>50K
56.0,Self-emp-inc,321529.0,,,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,40.0,United-States,>50K
28.0,,168524.0,,,Married-civ-spouse,,Own-child,White,Female,0.0,0.0,38.0,United-States,>50K
37.0,Private,203079.0,,,Widowed,Exec-managerial,Not-in-family,White,Female,0.0,0.0,55.0,United-States,<=50K
44.0,Private,284652.0,,,Divorced,Sales,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
64.0,,201368.0,,,Married-civ-spouse,,Husband,White,Male,0.0,0.0,8.0,United-States,<=50K
54.0,Private,59840.0,,,Divorced,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
23.0,Private,52753.0,,,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
34.0,State-gov,513100.0,,,Married-spouse-absent,Farming-fishing,Not-in-family,Black,Male,0.0,0.0,40.0,,<=50K
22.0,Private,199266.0,,,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K
33.0,Private,196385.0,,,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,40.0,United-States,>50K
39.0,Private,163205.0,,,Separated,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,United-States,>50K
47.0,Private,411047.0,,,Divorced,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,37.0,United-States,<=50K
26.0,Private,209440.0,,,Never-married,Prof-specialty,Unmarried,Black,Female,0.0,0.0,55.0,United-States,<=50K
31.0,Private,56964.0,,,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
44.0,Private,299197.0,,,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
19.0,Private,355313.0,,,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
27.0,Private,132267.0,,,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
51.0,Local-gov,174861.0,,,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
28.0,Self-emp-inc,142443.0,,,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
57.0,Private,26716.0,,,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
45.0,Local-gov,185588.0,,,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
34.0,Self-emp-inc,34848.0,,,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,54.0,United-States,<=50K
73.0,Local-gov,143437.0,,,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,20.0,United-States,<=50K
34.0,Private,357145.0,,,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,50.0,United-States,>50K
31.0,Private,236861.0,,,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,United-States,>50K
25.0,Private,29106.0,,,Never-married,Other-service,Own-child,White,Female,0.0,0.0,50.0,United-States,<=50K
39.0,Private,22463.0,,,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
23.0,Private,180497.0,,,Never-married,Tech-support,Own-child,Black,Female,0.0,0.0,32.0,United-States,<=50K
49.0,Private,37306.0,,,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
33.0,Federal-gov,137814.0,,,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,32.0,United-States,<=50K
23.0,Private,42251.0,,,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K
34.0,Private,162312.0,,,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines,<=50K
25.0,Private,77698.0,,,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,40.0,Philippines,<=50K
39.0,Private,282951.0,,,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
52.0,Self-emp-inc,311259.0,,,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
41.0,Private,277256.0,,,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
46.0,Private,312088.0,,,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,38.0,United-States,>50K
53.0,Local-gov,169719.0,,,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
77.0,,172744.0,,,Married-civ-spouse,,Husband,White,Male,0.0,0.0,35.0,United-States,<=50K
34.0,Private,236861.0,,,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
80.0,Self-emp-not-inc,201092.0,,,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,30.0,United-States,<=50K
52.0,Private,152373.0,,,Married-civ-spouse,Tech-support,Husband,White,Male,5013.0,0.0,40.0,United-States,<=50K
42.0,Private,227968.0,,,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,28.0,Haiti,<=50K
26.0,Private,362617.0,,,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
31.0,Private,103435.0,,,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
25.0,Local-gov,281412.0,,,Never-married,Other-service,Own-child,White,Female,0.0,0.0,35.0,United-States,<=50K
55.0,Self-emp-not-inc,105239.0,,,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,2057.0,60.0,United-States,<=50K
19.0,Private,230165.0,,,Never-married,Other-service,Own-child,White,Female,0.0,0.0,12.0,United-States,<=50K
62.0,Self-emp-not-inc,177493.0,,,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,32.0,United-States,<=50K
22.0,Federal-gov,104443.0,,,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
39.0,,110342.0,,,Married-civ-spouse,,Wife,White,Female,0.0,0.0,50.0,United-States,<=50K
35.0,Private,143385.0,,,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
28.0,Private,107189.0,,,Married-civ-spouse,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
47.0,Private,212944.0,,,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,70.0,United-States,>50K
44.0,State-gov,138634.0,,,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
21.0,Private,99970.0,,,Never-married,Sales,Own-child,White,Male,0.0,0.0,15.0,United-States,<=50K
24.0,Private,313956.0,,,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
42.0,Federal-gov,177937.0,,,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,,<=50K
28.0,Private,193868.0,,,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,50.0,United-States,<=50K
21.0,Private,250939.0,,,Never-married,Machine-op-inspct,Other-relative,White,Male,0.0,0.0,35.0,United-States,<=50K
62.0,Federal-gov,57629.0,,,Divorced,Tech-support,Not-in-family,Black,Male,4650.0,0.0,40.0,United-States,<=50K
39.0,Private,281768.0,,,Never-married,Other-service,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
30.0,State-gov,260782.0,,,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
50.0,Private,109937.0,,,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,50.0,United-States,<=50K
29.0,Private,100293.0,,,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
26.0,Private,132179.0,,,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
29.0,Private,255412.0,,,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3103.0,0.0,40.0,United-States,>50K
61.0,,195789.0,,,Married-civ-spouse,,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
21.0,,65481.0,,,Never-married,,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K
25.0,Private,177221.0,,,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,75.0,United-States,<=50K
64.0,Private,118944.0,,,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
53.0,,237868.0,,,Married-civ-spouse,,Husband,White,Male,0.0,0.0,35.0,United-States,>50K
19.0,Private,106183.0,,,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,0.0,0.0,35.0,United-States,<=50K
42.0,Private,226388.0,,,Divorced,Other-service,Not-in-family,Black,Male,0.0,0.0,52.0,United-States,<=50K
58.0,Self-emp-inc,204021.0,,,Married-civ-spouse,Craft-repair,Husband,White,Male,15024.0,0.0,50.0,United-States,>50K
20.0,Private,347391.0,,,Never-married,Protective-serv,Not-in-family,Black,Male,0.0,0.0,60.0,United-States,<=50K
35.0,Federal-gov,413930.0,,,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
32.0,Private,174201.0,,,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,38.0,United-States,>50K
23.0,Private,145917.0,,,Never-married,Handlers-cleaners,Not-in-family,White,Female,0.0,0.0,25.0,United-States,<=50K
31.0,Private,241797.0,,,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
33.0,Private,265168.0,,,Married-civ-spouse,Sales,Husband,Black,Male,0.0,0.0,55.0,United-States,<=50K
41.0,Private,171234.0,,,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,48.0,United-States,<=50K
22.0,Private,178452.0,,,Never-married,Machine-op-inspct,Own-child,Black,Male,0.0,0.0,40.0,United-States,<=50K
46.0,Private,157857.0,,,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
61.0,Federal-gov,512864.0,,,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
30.0,Private,296462.0,,,Never-married,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
42.0,Private,171615.0,,,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,>50K
26.0,Private,172421.0,,,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
23.0,Private,316841.0,,,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
25.0,Private,236267.0,,,Never-married,Machine-op-inspct,Unmarried,White,Male,0.0,1590.0,40.0,United-States,<=50K
23.0,Private,318483.0,,,Never-married,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
30.0,Private,238186.0,,,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,0.0,2057.0,48.0,United-States,<=50K
39.0,Private,329980.0,,,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
38.0,Local-gov,34744.0,,,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,38.0,United-States,<=50K
26.0,Private,98114.0,,,Divorced,Exec-managerial,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
20.0,Private,109667.0,,,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,16.0,United-States,<=50K
37.0,Local-gov,263690.0,,,Never-married,Prof-specialty,Unmarried,Black,Male,0.0,0.0,40.0,,<=50K
33.0,Private,147430.0,,,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
24.0,Private,224238.0,,,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
