age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
38.0,Private,219446.0,9th,5.0,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0.0,0.0,54.0,Mexico,<=50K
26.0,Private,31208.0,Masters,14.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
41.0,Self-emp-inc,445382.0,Assoc-acdm,12.0,Married-civ-spouse,Craft-repair,Husband,White,Male,15024.0,0.0,60.0,United-States,>50K
46.0,Private,175622.0,Assoc-voc,11.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
17.0,,165361.0,10th,6.0,Never-married,,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
20.0,Federal-gov,244689.0,11th,7.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,10.0,United-States,<=50K
41.0,,38434.0,Masters,14.0,Married-civ-spouse,,Wife,White,Female,7688.0,0.0,10.0,United-States,>50K
49.0,Federal-gov,77443.0,7th-8th,4.0,Never-married,Other-service,Not-in-family,Black,Male,0.0,0.0,20.0,United-States,<=50K
33.0,Private,176410.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,5178.0,0.0,10.0,United-States,>50K
34.0,Private,198751.0,Masters,14.0,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K
49.0,Private,164877.0,10th,6.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
58.0,Self-emp-not-inc,301568.0,9th,5.0,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
36.0,Private,75826.0,10th,6.0,Separated,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
29.0,Private,337266.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
23.0,Private,200967.0,11th,7.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,24.0,United-States,<=50K
48.0,Federal-gov,42972.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
41.0,Private,239296.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2415.0,50.0,United-States,>50K
42.0,Self-emp-inc,100793.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,41.0,United-States,>50K
30.0,Private,142921.0,Assoc-acdm,12.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
49.0,Private,171128.0,7th-8th,4.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
23.0,Private,306309.0,10th,6.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
46.0,Private,83822.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
34.0,Private,159303.0,Masters,14.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K
44.0,Private,26669.0,Assoc-voc,11.0,Widowed,Exec-managerial,Unmarried,White,Female,0.0,0.0,30.0,United-States,<=50K
27.0,Private,221561.0,11th,7.0,Married-civ-spouse,Other-service,Wife,Black,Female,0.0,0.0,32.0,United-States,<=50K
50.0,Private,114564.0,7th-8th,4.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,20.0,United-States,<=50K
22.0,Private,315476.0,11th,7.0,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
55.0,Private,43064.0,11th,7.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,30.0,United-States,<=50K
46.0,State-gov,56841.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
58.0,Self-emp-not-inc,159021.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,16.0,United-States,>50K
34.0,Private,189759.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
61.0,Private,21175.0,12th,8.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
48.0,Local-gov,67229.0,Masters,14.0,Separated,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
24.0,Private,325596.0,Assoc-voc,11.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
34.0,Private,198613.0,Masters,14.0,Never-married,Exec-managerial,Own-child,White,Male,4650.0,0.0,40.0,United-States,<=50K
79.0,,48574.0,7th-8th,4.0,Widowed,,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
42.0,Self-emp-inc,240628.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,50.0,United-States,>50K
50.0,Private,175029.0,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
45.0,Private,411273.0,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
19.0,Private,53355.0,11th,7.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,12.0,United-States,<=50K
38.0,Federal-gov,213274.0,Assoc-voc,11.0,Divorced,Craft-repair,Unmarried,White,Female,6497.0,0.0,40.0,United-States,<=50K
21.0,Private,447488.0,5th-6th,3.0,Never-married,Machine-op-inspct,Other-relative,White,Male,0.0,0.0,38.0,Mexico,<=50K
31.0,Private,220915.0,Assoc-voc,11.0,Separated,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
63.0,Local-gov,65479.0,9th,5.0,Married-civ-spouse,Transport-moving,Husband,White,Male,7688.0,0.0,40.0,United-States,>50K
25.0,,270276.0,9th,5.0,Separated,,Not-in-family,White,Female,1055.0,0.0,40.0,United-States,<=50K
18.0,Private,96869.0,12th,8.0,Never-married,Priv-house-serv,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
38.0,Private,237943.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
55.0,Private,119751.0,Masters,14.0,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,50.0,Thailand,<=50K
34.0,Private,147215.0,Assoc-voc,11.0,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,60.0,United-States,<=50K
35.0,Private,203717.0,Assoc-voc,11.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
72.0,Self-emp-not-inc,243769.0,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,1429.0,20.0,United-States,<=50K
28.0,Local-gov,134890.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
27.0,Private,116372.0,Masters,14.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
29.0,Private,342400.0,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,25.0,United-States,<=50K
31.0,Private,169085.0,11th,7.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,20.0,United-States,<=50K
58.0,Private,65325.0,10th,6.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
46.0,State-gov,149337.0,Masters,14.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,38.0,United-States,<=50K
18.0,Private,220754.0,11th,7.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,24.0,United-States,<=50K
63.0,Private,214071.0,10th,6.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
42.0,Private,195488.0,10th,6.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
30.0,Private,236543.0,9th,5.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,32.0,El-Salvador,>50K
34.0,Self-emp-not-inc,163756.0,Assoc-voc,11.0,Never-married,Farming-fishing,Not-in-family,White,Male,27828.0,0.0,60.0,United-States,>50K
30.0,Private,169269.0,11th,7.0,Never-married,Handlers-cleaners,Other-relative,White,Male,0.0,1721.0,38.0,Puerto-Rico,<=50K
56.0,Local-gov,38573.0,Assoc-acdm,12.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
52.0,Private,55608.0,1st-4th,2.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,Mexico,<=50K
33.0,Private,95530.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
45.0,Local-gov,54038.0,Masters,14.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,42.0,United-States,<=50K
18.0,Private,161245.0,11th,7.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,15.0,United-States,<=50K
64.0,Self-emp-not-inc,71807.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,50.0,,>50K
34.0,Private,87218.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0,50.0,United-States,>50K
44.0,Private,196234.0,9th,5.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,55.0,Dominican-Republic,<=50K
56.0,Private,197875.0,10th,6.0,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
31.0,Private,179415.0,5th-6th,3.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,Mexico,<=50K
39.0,Private,252445.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
59.0,Private,107318.0,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,5178.0,0.0,50.0,United-States,>50K
31.0,Private,106014.0,Assoc-voc,11.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
50.0,Self-emp-not-inc,165001.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999.0,0.0,80.0,United-States,>50K
32.0,Federal-gov,149573.0,Assoc-acdm,12.0,Never-married,Protective-serv,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
37.0,Private,149898.0,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
43.0,Self-emp-inc,209547.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,25.0,United-States,>50K
33.0,Self-emp-not-inc,48214.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,8.0,United-States,<=50K
26.0,Private,190873.0,10th,6.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,Germany,<=50K
41.0,Private,203217.0,7th-8th,4.0,Separated,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,Mexico,<=50K
58.0,Self-emp-not-inc,112076.0,Doctorate,16.0,Married-AF-spouse,Exec-managerial,Wife,White,Female,0.0,1485.0,35.0,United-States,>50K
29.0,Private,211208.0,11th,7.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,99.0,United-States,>50K
47.0,Private,200808.0,11th,7.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,35.0,Columbia,<=50K
40.0,Private,210493.0,11th,7.0,Widowed,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
48.0,Local-gov,188741.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=50K
36.0,Private,116358.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,45.0,India,<=50K
26.0,Private,185885.0,Assoc-acdm,12.0,Never-married,Tech-support,Other-relative,White,Female,0.0,0.0,20.0,United-States,<=50K
17.0,Private,40299.0,11th,7.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,25.0,United-States,<=50K
36.0,Private,175130.0,11th,7.0,Divorced,Transport-moving,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
22.0,,213291.0,Assoc-acdm,12.0,Never-married,,Own-child,White,Male,0.0,0.0,25.0,United-States,<=50K
42.0,Federal-gov,55457.0,10th,6.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,Mexico,<=50K
50.0,Private,280292.0,10th,6.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
54.0,Self-emp-inc,159219.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999.0,0.0,40.0,United-States,>50K
65.0,Private,88145.0,1st-4th,2.0,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0.0,0.0,40.0,,<=50K
26.0,Private,210982.0,Assoc-voc,11.0,Separated,Adm-clerical,Unmarried,Black,Female,114.0,0.0,40.0,United-States,<=50K
47.0,Private,104301.0,11th,7.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,45.0,United-States,<=50K
62.0,Self-emp-not-inc,71467.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
75.0,,26586.0,10th,6.0,Married-spouse-absent,,Not-in-family,White,Female,0.0,0.0,5.0,United-States,<=50K
44.0,Private,118059.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,55.0,United-States,>50K
43.0,Federal-gov,157237.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
44.0,Self-emp-not-inc,98806.0,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,38.0,United-States,<=50K
32.0,State-gov,479179.0,11th,7.0,Never-married,Protective-serv,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
47.0,Federal-gov,471990.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,40.0,United-States,>50K
32.0,Private,33117.0,Assoc-voc,11.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
28.0,State-gov,293628.0,Masters,14.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,10.0,,<=50K
39.0,Federal-gov,149347.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,Poland,>50K
39.0,Private,98886.0,7th-8th,4.0,Married-civ-spouse,Other-service,Husband,White,Male,4508.0,0.0,40.0,Mexico,<=50K
27.0,Private,370242.0,Assoc-acdm,12.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,30.0,United-States,<=50K
39.0,Private,195843.0,Assoc-voc,11.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
33.0,Private,175856.0,11th,7.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
36.0,State-gov,291676.0,9th,5.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
34.0,Private,107960.0,5th-6th,3.0,Never-married,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,0.0,0.0,40.0,Laos,<=50K
62.0,State-gov,312286.0,Prof-school,15.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K
39.0,Private,224541.0,9th,5.0,Married-civ-spouse,Craft-repair,Husband,White,Male,4386.0,0.0,55.0,Mexico,<=50K
20.0,Federal-gov,163205.0,Assoc-voc,11.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,36.0,United-States,<=50K
66.0,Private,104936.0,10th,6.0,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,38.0,United-States,<=50K
63.0,Private,156120.0,5th-6th,3.0,Never-married,Priv-house-serv,Not-in-family,White,Female,0.0,0.0,50.0,,<=50K
41.0,Private,177989.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2051.0,60.0,United-States,<=50K
64.0,State-gov,107732.0,1st-4th,2.0,Married-civ-spouse,Farming-fishing,Husband,Other,Male,0.0,0.0,45.0,Columbia,<=50K
41.0,Self-emp-inc,240900.0,11th,7.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
54.0,Private,333301.0,10th,6.0,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
30.0,Private,113453.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,30.0,United-States,<=50K
18.0,Private,78528.0,11th,7.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
55.0,Private,353881.0,7th-8th,4.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
35.0,Private,106448.0,Assoc-voc,11.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
21.0,Private,196816.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0.0,0.0,50.0,United-States,<=50K
18.0,Private,170194.0,11th,7.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,25.0,United-States,<=50K
26.0,Private,113587.0,10th,6.0,Divorced,Machine-op-inspct,Own-child,White,Male,0.0,0.0,35.0,United-States,<=50K
31.0,State-gov,195181.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,35.0,United-States,>50K
73.0,Private,113446.0,5th-6th,3.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,54.0,United-States,>50K
58.0,Self-emp-not-inc,25124.0,Assoc-voc,11.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,2377.0,65.0,United-States,<=50K
41.0,Self-emp-not-inc,38434.0,Masters,14.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K
28.0,Self-emp-not-inc,147951.0,Assoc-voc,11.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,80.0,United-States,<=50K
41.0,Private,198196.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
26.0,Private,141876.0,Assoc-voc,11.0,Married-civ-spouse,Sales,Husband,White,Male,3103.0,0.0,45.0,United-States,>50K
36.0,Private,300333.0,11th,7.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,Cuba,<=50K
32.0,Private,247328.0,5th-6th,3.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,Mexico,<=50K
43.0,,180318.0,11th,7.0,Separated,,Other-relative,White,Male,0.0,0.0,40.0,United-States,<=50K
36.0,Private,86143.0,Assoc-voc,11.0,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=50K
29.0,Private,293073.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298.0,0.0,48.0,United-States,>50K
51.0,Private,128338.0,7th-8th,4.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
52.0,Private,163051.0,12th,8.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,1628.0,40.0,United-States,<=50K
21.0,Private,200318.0,Assoc-acdm,12.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K
71.0,,113445.0,5th-6th,3.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,10.0,United-States,<=50K
54.0,Federal-gov,201127.0,Masters,14.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,42.0,United-States,>50K
24.0,Private,403107.0,5th-6th,3.0,Never-married,Handlers-cleaners,Other-relative,White,Male,0.0,0.0,40.0,Mexico,<=50K
30.0,,126402.0,11th,7.0,Never-married,,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
58.0,State-gov,191318.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,40.0,United-States,>50K
33.0,Private,286675.0,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
19.0,Private,191986.0,10th,6.0,Never-married,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
35.0,Federal-gov,104858.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
63.0,Private,281025.0,9th,5.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,32.0,United-States,<=50K
65.0,,190454.0,11th,7.0,Married-civ-spouse,,Husband,White,Male,0.0,0.0,29.0,United-States,<=50K
43.0,Private,315971.0,Assoc-acdm,12.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,32.0,,>50K
59.0,Local-gov,240030.0,Prof-school,15.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
28.0,Private,226089.0,10th,6.0,Never-married,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
17.0,Private,190941.0,10th,6.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50K
48.0,Local-gov,67716.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,0.0,50.0,United-States,>50K
60.0,Self-emp-not-inc,121076.0,Doctorate,16.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,20.0,United-States,<=50K
33.0,Self-emp-not-inc,182556.0,12th,8.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
38.0,Federal-gov,318912.0,Assoc-voc,11.0,Divorced,Adm-clerical,Own-child,Black,Male,0.0,0.0,52.0,United-States,<=50K
41.0,Private,191547.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999.0,0.0,55.0,United-States,>50K
56.0,Private,225927.0,9th,5.0,Married-civ-spouse,Craft-repair,Husband,White,Male,2580.0,0.0,40.0,United-States,<=50K
45.0,Private,44489.0,Assoc-voc,11.0,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,10.0,United-States,<=50K
54.0,Private,387540.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
41.0,Self-emp-not-inc,264663.0,11th,7.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
32.0,Private,294121.0,Assoc-voc,11.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
62.0,Self-emp-inc,153891.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,3137.0,0.0,40.0,United-States,<=50K
44.0,Private,211517.0,12th,8.0,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
65.0,Self-emp-not-inc,72776.0,7th-8th,4.0,Never-married,Farming-fishing,Not-in-family,White,Male,2964.0,0.0,40.0,United-States,<=50K
56.0,Self-emp-not-inc,174564.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
35.0,Private,179579.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,48.0,United-States,>50K
35.0,Self-emp-not-inc,28987.0,9th,5.0,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,96.0,United-States,<=50K
29.0,Self-emp-inc,218555.0,Masters,14.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
53.0,Self-emp-inc,94214.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,7298.0,0.0,50.0,Thailand,>50K
42.0,Private,204729.0,Assoc-voc,11.0,Separated,Sales,Unmarried,Black,Female,0.0,0.0,25.0,United-States,<=50K
42.0,Private,187322.0,10th,6.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
20.0,Self-emp-not-inc,190968.0,7th-8th,4.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
37.0,Local-gov,270181.0,Assoc-acdm,12.0,Married-spouse-absent,Other-service,Unmarried,Black,Female,0.0,0.0,50.0,United-States,<=50K
47.0,Private,652784.0,10th,6.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
41.0,State-gov,186990.0,Prof-school,15.0,Widowed,Prof-specialty,Not-in-family,Other,Female,0.0,0.0,52.0,United-States,>50K
52.0,Local-gov,266138.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,35.0,United-States,<=50K
